Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
EF,Fertilizers,226,Uganda,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2009,2009,kg/ha,0.47,Fc,Calculated data
EF,Fertilizers,226,Uganda,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2010,2010,kg/ha,0.31,Fc,Calculated data
EF,Fertilizers,226,Uganda,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2011,2011,kg/ha,0.28,Fc,Calculated data
EF,Fertilizers,226,Uganda,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2012,2012,kg/ha,0.31,Fc,Calculated data
EF,Fertilizers,226,Uganda,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2013,2013,kg/ha,0.44,Fc,Calculated data
EF,Fertilizers,226,Uganda,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2014,2014,kg/ha,0.36,Fc,Calculated data
EF,Fertilizers,215,United Republic of Tanzania,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2002,2002,kg/ha,0.52,Fc,Calculated data
EF,Fertilizers,215,United Republic of Tanzania,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2003,2003,kg/ha,0.62,Fc,Calculated data
EF,Fertilizers,215,United Republic of Tanzania,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2004,2004,kg/ha,0.87,Fc,Calculated data
EF,Fertilizers,215,United Republic of Tanzania,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2005,2005,kg/ha,1.48,Fc,Calculated data
EF,Fertilizers,215,United Republic of Tanzania,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2006,2006,kg/ha,1.02,Fc,Calculated data
EF,Fertilizers,215,United Republic of Tanzania,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2007,2007,kg/ha,0.77,Fc,Calculated data
EF,Fertilizers,215,United Republic of Tanzania,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2008,2008,kg/ha,0.71,Fc,Calculated data
EF,Fertilizers,215,United Republic of Tanzania,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2009,2009,kg/ha,1.12,Fc,Calculated data
EF,Fertilizers,215,United Republic of Tanzania,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2010,2010,kg/ha,2.03,Fc,Calculated data
EF,Fertilizers,215,United Republic of Tanzania,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2011,2011,kg/ha,2.02,Fc,Calculated data
EF,Fertilizers,215,United Republic of Tanzania,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2012,2012,kg/ha,2.56,Fc,Calculated data
EF,Fertilizers,215,United Republic of Tanzania,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2013,2013,kg/ha,0.96,Fc,Calculated data
EF,Fertilizers,215,United Republic of Tanzania,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2014,2014,kg/ha,1.73,Fc,Calculated data
EF,Fertilizers,251,Zambia,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2002,2002,kg/ha,5.15,Fc,Calculated data
EF,Fertilizers,251,Zambia,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2003,2003,kg/ha,5,Fc,Calculated data
EF,Fertilizers,251,Zambia,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2004,2004,kg/ha,3.94,Fc,Calculated data
EF,Fertilizers,251,Zambia,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2005,2005,kg/ha,1.73,Fc,Calculated data
EF,Fertilizers,251,Zambia,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2006,2006,kg/ha,2.81,Fc,Calculated data
EF,Fertilizers,251,Zambia,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2007,2007,kg/ha,3.88,Fc,Calculated data
EF,Fertilizers,251,Zambia,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2008,2008,kg/ha,2.88,Fc,Calculated data
EF,Fertilizers,251,Zambia,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2009,2009,kg/ha,1.74,Fc,Calculated data
EF,Fertilizers,251,Zambia,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2010,2010,kg/ha,2.45,Fc,Calculated data
EF,Fertilizers,251,Zambia,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2011,2011,kg/ha,7.37,Fc,Calculated data
EF,Fertilizers,251,Zambia,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2012,2012,kg/ha,6.62,Fc,Calculated data
EF,Fertilizers,251,Zambia,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2013,2013,kg/ha,7.9,Fc,Calculated data
EF,Fertilizers,251,Zambia,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2014,2014,kg/ha,10.05,Fc,Calculated data
EF,Fertilizers,181,Zimbabwe,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2002,2002,kg/ha,12.82,Fc,Calculated data
EF,Fertilizers,181,Zimbabwe,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2003,2003,kg/ha,11.84,Fc,Calculated data
EF,Fertilizers,181,Zimbabwe,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2004,2004,kg/ha,5.23,Fc,Calculated data
EF,Fertilizers,181,Zimbabwe,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2005,2005,kg/ha,5.19,Fc,Calculated data
EF,Fertilizers,181,Zimbabwe,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2006,2006,kg/ha,10.79,Fc,Calculated data
EF,Fertilizers,181,Zimbabwe,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2007,2007,kg/ha,7.39,Fc,Calculated data
EF,Fertilizers,181,Zimbabwe,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2008,2008,kg/ha,7.04,Fc,Calculated data
EF,Fertilizers,181,Zimbabwe,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2009,2009,kg/ha,9.75,Fc,Calculated data
EF,Fertilizers,181,Zimbabwe,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2010,2010,kg/ha,11.66,Fc,Calculated data
EF,Fertilizers,181,Zimbabwe,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2011,2011,kg/ha,9.07,Fc,Calculated data
EF,Fertilizers,181,Zimbabwe,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2012,2012,kg/ha,5.19,Fc,Calculated data
EF,Fertilizers,181,Zimbabwe,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2013,2013,kg/ha,8.33,Fc,Calculated data
EF,Fertilizers,181,Zimbabwe,5159,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2014,2014,kg/ha,6.39,Fc,Calculated data
