Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,1986,1986,No,6,F,FAO estimate
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,1987,1987,No,8,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,1988,1988,No,8,F,FAO estimate
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,1989,1989,No,8,F,FAO estimate
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,1990,1990,No,8,F,FAO estimate
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,1991,1991,No,8,F,FAO estimate
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,1992,1992,No,8,Fm,Manual Estimation
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,1993,1993,No,8,Fm,Manual Estimation
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,1994,1994,No,8,Fm,Manual Estimation
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,1995,1995,No,8,Fm,Manual Estimation
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,1996,1996,No,8,Fm,Manual Estimation
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,1997,1997,No,8,Fm,Manual Estimation
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,1998,1998,No,8,Fm,Manual Estimation
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,1999,1999,No,8,Fm,Manual Estimation
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,2000,2000,No,8,Fm,Manual Estimation
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,2001,2001,No,8,Fm,Manual Estimation
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,2002,2002,No,8,Fm,Manual Estimation
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,2003,2003,No,8,Fm,Manual Estimation
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,2004,2004,No,6,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,2005,2005,No,6,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,72,Djibouti,5116,In Use,2455011,Agricultural tractors,2006,2006,No,6,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,178,Eritrea,5116,In Use,2455011,Agricultural tractors,1993,1993,No,250,F,FAO estimate
RM,Machinery,178,Eritrea,5116,In Use,2455011,Agricultural tractors,1994,1994,No,270,F,FAO estimate
RM,Machinery,178,Eritrea,5116,In Use,2455011,Agricultural tractors,1995,1995,No,300,F,FAO estimate
RM,Machinery,178,Eritrea,5116,In Use,2455011,Agricultural tractors,1996,1996,No,331,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,178,Eritrea,5116,In Use,2455011,Agricultural tractors,1997,1997,No,440,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,178,Eritrea,5116,In Use,2455011,Agricultural tractors,1998,1998,No,613,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,178,Eritrea,5116,In Use,2455011,Agricultural tractors,1999,1999,No,560,F,FAO estimate
RM,Machinery,178,Eritrea,5116,In Use,2455011,Agricultural tractors,2000,2000,No,463,F,FAO estimate
RM,Machinery,62,Ethiopia PDR,5116,In Use,2455011,Agricultural tractors,1961,1961,No,250,F,FAO estimate
RM,Machinery,62,Ethiopia PDR,5116,In Use,2455011,Agricultural tractors,1962,1962,No,250,F,FAO estimate
RM,Machinery,62,Ethiopia PDR,5116,In Use,2455011,Agricultural tractors,1963,1963,No,300,F,FAO estimate
RM,Machinery,62,Ethiopia PDR,5116,In Use,2455011,Agricultural tractors,1964,1964,No,500,F,FAO estimate
RM,Machinery,62,Ethiopia PDR,5116,In Use,2455011,Agricultural tractors,1965,1965,No,800,F,FAO estimate
RM,Machinery,62,Ethiopia PDR,5116,In Use,2455011,Agricultural tractors,1966,1966,No,1300,F,FAO estimate
RM,Machinery,62,Ethiopia PDR,5116,In Use,2455011,Agricultural tractors,1967,1967,No,1800,F,FAO estimate
RM,Machinery,62,Ethiopia PDR,5116,In Use,2455011,Agricultural tractors,1968,1968,No,2200,F,FAO estimate
RM,Machinery,62,Ethiopia PDR,5116,In Use,2455011,Agricultural tractors,1969,1969,No,2500,F,FAO estimate
RM,Machinery,62,Ethiopia PDR,5116,In Use,2455011,Agricultural tractors,1970,1970,No,2913,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,62,Ethiopia PDR,5116,In Use,2455011,Agricultural tractors,1971,1971,No,3160,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,62,Ethiopia PDR,5116,In Use,2455011,Agricultural tractors,1972,1972,No,3356,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1961,1961,No,6422,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1962,1962,No,6418,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1963,1963,No,6111,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1964,1964,No,5783,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1965,1965,No,5729,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1966,1966,No,6145,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1967,1967,No,6617,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1968,1968,No,4904,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1969,1969,No,5998,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1970,1970,No,7247,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1971,1971,No,5891,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1972,1972,No,6028,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1973,1973,No,5721,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1974,1974,No,6195,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1975,1975,No,6013,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1976,1976,No,5982,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1977,1977,No,6186,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1978,1978,No,6449,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1979,1979,No,6374,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1980,1980,No,6546,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1981,1981,No,6399,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1982,1982,No,6650,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1983,1983,No,8568,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1984,1984,No,8800,F,FAO estimate
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1985,1985,No,9000,F,FAO estimate
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1986,1986,No,9200,F,FAO estimate
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1987,1987,No,9400,F,FAO estimate
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1988,1988,No,9600,F,FAO estimate
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1989,1989,No,9800,F,FAO estimate
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1990,1990,No,10000,F,FAO estimate
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1991,1991,No,10200,F,FAO estimate
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1992,1992,No,10500,F,FAO estimate
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1993,1993,No,10800,F,FAO estimate
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1994,1994,No,11000,F,FAO estimate
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1995,1995,No,11200,F,FAO estimate
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1996,1996,No,11400,F,FAO estimate
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1997,1997,No,11600,F,FAO estimate
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1998,1998,No,11800,F,FAO estimate
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,1999,1999,No,12000,F,FAO estimate
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,2000,2000,No,12200,F,FAO estimate
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,2001,2001,No,12568,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,114,Kenya,5116,In Use,2455011,Agricultural tractors,2002,2002,No,12844,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1961,1961,No,939,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1962,1962,No,1100,F,FAO estimate
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1963,1963,No,1300,F,FAO estimate
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1964,1964,No,1500,F,FAO estimate
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1965,1965,No,1700,F,FAO estimate
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1966,1966,No,1900,F,FAO estimate
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1967,1967,No,2100,F,FAO estimate
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1968,1968,No,2300,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1969,1969,No,2410,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1970,1970,No,2405,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1971,1971,No,2260,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1972,1972,No,2281,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1973,1973,No,1922,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1974,1974,No,1563,W,Data reported on country official publications or web sites (Official) or trade country files
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1975,1975,No,1550,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1976,1976,No,1510,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1977,1977,No,1411,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1978,1978,No,1600,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1979,1979,No,1950,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1980,1980,No,1894,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1981,1981,No,1838,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1982,1982,No,1782,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1983,1983,No,1726,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1984,1984,No,1670,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1985,1985,No,1614,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1986,1986,No,1558,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1987,1987,No,1502,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1988,1988,No,1446,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1989,1989,No,1390,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1990,1990,No,1334,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1991,1991,No,1278,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1992,1992,No,1222,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1993,1993,No,1166,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1994,1994,No,1110,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1995,1995,No,1054,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1996,1996,No,998,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1997,1997,No,942,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1998,1998,No,886,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,1999,1999,No,830,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,2000,2000,No,774,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,2001,2001,No,718,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,2002,2002,No,662,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,2003,2003,No,606,Fm,Manual Estimation
RM,Machinery,129,Madagascar,5116,In Use,2455011,Agricultural tractors,2004,2004,No,550,W,Data reported on country official publications or web sites (Official) or trade country files
RM,Machinery,130,Malawi,5116,In Use,2455011,Agricultural tractors,1961,1961,No,198,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,130,Malawi,5116,In Use,2455011,Agricultural tractors,1962,1962,No,200,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,130,Malawi,5116,In Use,2455011,Agricultural tractors,1963,1963,No,210,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,130,Malawi,5116,In Use,2455011,Agricultural tractors,1964,1964,No,215,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,130,Malawi,5116,In Use,2455011,Agricultural tractors,1965,1965,No,350,F,FAO estimate
RM,Machinery,130,Malawi,5116,In Use,2455011,Agricultural tractors,1966,1966,No,450,F,FAO estimate
RM,Machinery,130,Malawi,5116,In Use,2455011,Agricultural tractors,1967,1967,No,550,F,FAO estimate
RM,Machinery,130,Malawi,5116,In Use,2455011,Agricultural tractors,1968,1968,No,692,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,137,Mauritius,5116,In Use,2455011,Agricultural tractors,1961,1961,No,287,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,137,Mauritius,5116,In Use,2455011,Agricultural tractors,1962,1962,No,280,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,137,Mauritius,5116,In Use,2455011,Agricultural tractors,1963,1963,No,280,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,137,Mauritius,5116,In Use,2455011,Agricultural tractors,1964,1964,No,283,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,137,Mauritius,5116,In Use,2455011,Agricultural tractors,1965,1965,No,283,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,137,Mauritius,5116,In Use,2455011,Agricultural tractors,1966,1966,No,283,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,137,Mauritius,5116,In Use,2455011,Agricultural tractors,1967,1967,No,283,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,137,Mauritius,5116,In Use,2455011,Agricultural tractors,1968,1968,No,283,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1961,1961,No,6,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1962,1962,No,6,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1963,1963,No,6,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1964,1964,No,6,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1965,1965,No,8,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1966,1966,No,8,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1967,1967,No,8,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1968,1968,No,8,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1969,1969,No,8,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1970,1970,No,8,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1971,1971,No,8,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1972,1972,No,8,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1973,1973,No,8,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1974,1974,No,8,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1975,1975,No,8,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1976,1976,No,8,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1977,1977,No,8,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1978,1978,No,9,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1979,1979,No,9,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1980,1980,No,9,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1981,1981,No,9,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1982,1982,No,9,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1983,1983,No,9,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1984,1984,No,9,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1985,1985,No,9,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1986,1986,No,9,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1987,1987,No,9,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1988,1988,No,9,Fm,Manual Estimation
