Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1989,1989,No,10,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1990,1990,No,10,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1991,1991,No,10,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1992,1992,No,10,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1993,1993,No,10,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1994,1994,No,12,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1995,1995,No,12,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1996,1996,No,12,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1997,1997,No,12,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1998,1998,No,14,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,1999,1999,No,14,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,2000,2000,No,14,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,2001,2001,No,14,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,2002,2002,No,14,Fm,Manual Estimation
RM,Machinery,270,Mayotte,5116,In Use,2455011,Agricultural tractors,2003,2003,No,14,W,Data reported on country official publications or web sites (Official) or trade country files
RM,Machinery,144,Mozambique,5116,In Use,2455011,Agricultural tractors,1961,1961,No,2150,F,FAO estimate
RM,Machinery,144,Mozambique,5116,In Use,2455011,Agricultural tractors,1962,1962,No,2300,F,FAO estimate
RM,Machinery,144,Mozambique,5116,In Use,2455011,Agricultural tractors,1963,1963,No,2450,F,FAO estimate
RM,Machinery,144,Mozambique,5116,In Use,2455011,Agricultural tractors,1964,1964,No,2600,F,FAO estimate
RM,Machinery,144,Mozambique,5116,In Use,2455011,Agricultural tractors,1965,1965,No,2750,F,FAO estimate
RM,Machinery,144,Mozambique,5116,In Use,2455011,Agricultural tractors,1966,1966,No,2948,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,144,Mozambique,5116,In Use,2455011,Agricultural tractors,1967,1967,No,3300,F,FAO estimate
RM,Machinery,144,Mozambique,5116,In Use,2455011,Agricultural tractors,1968,1968,No,3600,F,FAO estimate
RM,Machinery,144,Mozambique,5116,In Use,2455011,Agricultural tractors,1969,1969,No,3900,F,FAO estimate
RM,Machinery,144,Mozambique,5116,In Use,2455011,Agricultural tractors,1970,1970,No,4193,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1961,1961,No,158,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1962,1962,No,158,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1963,1963,No,158,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1964,1964,No,120,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1965,1965,No,158,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1966,1966,No,203,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1967,1967,No,251,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1968,1968,No,281,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1969,1969,No,280,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1970,1970,No,310,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1971,1971,No,360,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1972,1972,No,399,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1973,1973,No,448,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1974,1974,No,665,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1975,1975,No,727,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1976,1976,No,800,F,FAO estimate
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1977,1977,No,850,F,FAO estimate
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1978,1978,No,900,F,FAO estimate
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1979,1979,No,950,F,FAO estimate
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1980,1980,No,1000,F,FAO estimate
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1981,1981,No,1050,F,FAO estimate
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1982,1982,No,1100,F,FAO estimate
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1983,1983,No,1150,F,FAO estimate
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1984,1984,No,1200,F,FAO estimate
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1985,1985,No,1250,F,FAO estimate
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1986,1986,No,1300,F,FAO estimate
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1987,1987,No,1350,F,FAO estimate
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1988,1988,No,1400,F,FAO estimate
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1989,1989,No,1448,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1990,1990,No,1538,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1991,1991,No,1633,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1992,1992,No,1623,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1993,1993,No,1750,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1994,1994,No,1750,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1995,1995,No,1750,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1996,1996,No,1780,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1997,1997,No,2503,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1998,1998,No,2468,Fm,Manual Estimation
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,1999,1999,No,2430,Fm,Manual Estimation
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,2000,2000,No,2399,W,Data reported on country official publications or web sites (Official) or trade country files
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,2001,2001,No,2515,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,2002,2002,No,2596,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,2003,2003,No,2711,Fm,Manual Estimation
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,2004,2004,No,2826,Fm,Manual Estimation
RM,Machinery,182,Réunion,5116,In Use,2455011,Agricultural tractors,2005,2005,No,2941,W,Data reported on country official publications or web sites (Official) or trade country files
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1961,1961,No,20,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1962,1962,No,25,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1963,1963,No,28,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1964,1964,No,33,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1965,1965,No,37,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1966,1966,No,40,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1967,1967,No,43,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1968,1968,No,48,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1969,1969,No,64,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1970,1970,No,64,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1971,1971,No,65,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1972,1972,No,72,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1973,1973,No,80,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1974,1974,No,84,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1975,1975,No,80,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1976,1976,No,80,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1977,1977,No,80,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1978,1978,No,82,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1979,1979,No,82,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1980,1980,No,84,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1981,1981,No,84,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1982,1982,No,84,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1983,1983,No,84,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1984,1984,No,84,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1985,1985,No,85,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1986,1986,No,85,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1987,1987,No,86,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1988,1988,No,88,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1989,1989,No,90,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1990,1990,No,90,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1991,1991,No,87,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1992,1992,No,84,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1993,1993,No,81,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1994,1994,No,78,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1995,1995,No,75,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1996,1996,No,72,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1997,1997,No,69,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1998,1998,No,66,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,1999,1999,No,63,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,2000,2000,No,60,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,2001,2001,No,57,F,FAO estimate
RM,Machinery,184,Rwanda,5116,In Use,2455011,Agricultural tractors,2002,2002,No,56,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,196,Seychelles,5116,In Use,2455011,Agricultural tractors,1961,1961,No,3,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,196,Seychelles,5116,In Use,2455011,Agricultural tractors,1962,1962,No,5,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,196,Seychelles,5116,In Use,2455011,Agricultural tractors,1963,1963,No,6,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,196,Seychelles,5116,In Use,2455011,Agricultural tractors,1964,1964,No,7,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,196,Seychelles,5116,In Use,2455011,Agricultural tractors,1965,1965,No,9,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,196,Seychelles,5116,In Use,2455011,Agricultural tractors,1966,1966,No,9,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,196,Seychelles,5116,In Use,2455011,Agricultural tractors,1967,1967,No,12,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,196,Seychelles,5116,In Use,2455011,Agricultural tractors,1968,1968,No,14,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,196,Seychelles,5116,In Use,2455011,Agricultural tractors,1969,1969,No,12,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,196,Seychelles,5116,In Use,2455011,Agricultural tractors,1970,1970,No,19,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,196,Seychelles,5116,In Use,2455011,Agricultural tractors,1971,1971,No,24,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,196,Seychelles,5116,In Use,2455011,Agricultural tractors,1972,1972,No,26,F,FAO estimate
RM,Machinery,196,Seychelles,5116,In Use,2455011,Agricultural tractors,1973,1973,No,28,F,FAO estimate
RM,Machinery,196,Seychelles,5116,In Use,2455011,Agricultural tractors,1974,1974,No,30,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1961,1961,No,750,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1962,1962,No,750,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1963,1963,No,750,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1964,1964,No,780,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1965,1965,No,780,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1966,1966,No,800,F,FAO estimate
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1967,1967,No,830,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1968,1968,No,850,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1969,1969,No,880,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1970,1970,No,910,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1971,1971,No,940,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1972,1972,No,1030,F,FAO estimate
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1973,1973,No,1130,F,FAO estimate
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1974,1974,No,1220,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1975,1975,No,1290,F,FAO estimate
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1976,1976,No,1360,F,FAO estimate
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1977,1977,No,1440,F,FAO estimate
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1978,1978,No,1510,F,FAO estimate
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1979,1979,No,1580,F,FAO estimate
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1980,1980,No,1650,F,FAO estimate
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1981,1981,No,1720,F,FAO estimate
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1982,1982,No,1800,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1983,1983,No,1820,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1984,1984,No,1915,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1985,1985,No,1875,Fm,Manual Estimation
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1986,1986,No,1820,Fm,Manual Estimation
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1987,1987,No,1750,Fm,Manual Estimation
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1988,1988,No,1700,Fm,Manual Estimation
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1989,1989,No,1670,Fm,Manual Estimation
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1990,1990,No,1630,Fm,Manual Estimation
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1991,1991,No,1600,Fm,Manual Estimation
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1992,1992,No,1530,Fm,Manual Estimation
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1993,1993,No,1450,Fm,Manual Estimation
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1994,1994,No,1380,Fm,Manual Estimation
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1995,1995,No,1300,Fm,Manual Estimation
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1996,1996,No,1250,Fm,Manual Estimation
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1997,1997,No,1150,Fm,Manual Estimation
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1998,1998,No,1000,Fm,Manual Estimation
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,1999,1999,No,1000,Fm,Manual Estimation
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,2000,2000,No,1000,Fm,Manual Estimation
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,2001,2001,No,1000,Fm,Manual Estimation
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,2002,2002,No,1050,Fm,Manual Estimation
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,2003,2003,No,1180,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,2004,2004,No,1290,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,2005,2005,No,1371,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,201,Somalia,5116,In Use,2455011,Agricultural tractors,2006,2006,No,1371,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,226,Uganda,5116,In Use,2455011,Agricultural tractors,1961,1961,No,525,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,226,Uganda,5116,In Use,2455011,Agricultural tractors,1962,1962,No,530,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,226,Uganda,5116,In Use,2455011,Agricultural tractors,1963,1963,No,540,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,226,Uganda,5116,In Use,2455011,Agricultural tractors,1964,1964,No,540,I,"Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
RM,Machinery,226,Uganda,5116,In Use,2455011,Agricultural tractors,1965,1965,No,579,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,226,Uganda,5116,In Use,2455011,Agricultural tractors,1966,1966,No,824,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,226,Uganda,5116,In Use,2455011,Agricultural tractors,1967,1967,No,940,F,FAO estimate
RM,Machinery,226,Uganda,5116,In Use,2455011,Agricultural tractors,1968,1968,No,1050,F,FAO estimate
RM,Machinery,226,Uganda,5116,In Use,2455011,Agricultural tractors,1969,1969,No,1170,F,FAO estimate
RM,Machinery,226,Uganda,5116,In Use,2455011,Agricultural tractors,1970,1970,No,1280,F,FAO estimate
RM,Machinery,226,Uganda,5116,In Use,2455011,Agricultural tractors,1971,1971,No,1400,F,FAO estimate
RM,Machinery,226,Uganda,5116,In Use,2455011,Agricultural tractors,1972,1972,No,1510,F,FAO estimate
RM,Machinery,226,Uganda,5116,In Use,2455011,Agricultural tractors,1973,1973,No,1630,F,FAO estimate
RM,Machinery,226,Uganda,5116,In Use,2455011,Agricultural tractors,1974,1974,No,1743,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,226,Uganda,5116,In Use,2455011,Agricultural tractors,1975,1975,No,1731,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,226,Uganda,5116,In Use,2455011,Agricultural tractors,1976,1976,No,1656,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,226,Uganda,5116,In Use,2455011,Agricultural tractors,1977,1977,No,2076,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1961,1961,No,16550,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1962,1962,No,16600,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1963,1963,No,16650,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1964,1964,No,16700,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1965,1965,No,16750,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1966,1966,No,16800,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1967,1967,No,16850,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1968,1968,No,16900,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1969,1969,No,16950,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1970,1970,No,17000,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1971,1971,No,16898,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1972,1972,No,15800,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1973,1973,No,15100,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1974,1974,No,14300,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1975,1975,No,13600,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1976,1976,No,12700,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1977,1977,No,11800,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1978,1978,No,11200,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1979,1979,No,10400,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1980,1980,No,10000,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1981,1981,No,9500,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1982,1982,No,9300,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1983,1983,No,8700,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1984,1984,No,8500,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1985,1985,No,8000,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1986,1986,No,7500,F,FAO estimate
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1987,1987,No,7262,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1988,1988,No,7295,Fm,Manual Estimation
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1989,1989,No,7330,Fm,Manual Estimation
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1990,1990,No,7365,Fm,Manual Estimation
